turn,lang,lang_id,rule_desc,ce_query,conf_context,zslow_rule_l1,zslow_think_l1,zlang_norm,mem_items
539,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,542
540,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,543
541,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,544
542,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,545
543,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,546
544,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,547
545,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,548
546,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,549
547,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,550
548,base,0,base: sumsq -> output sum of squares as sum=VALUE,3.6928,0.3286,4.1103,7.1899,11.5183,551
549,base,0,base: factorial -> return n!,2.4615,0.3635,6.5088,8.3265,11.5183,552
550,base,0,base: range -> output span between max and min,4.1893,0.3,5.7958,8.2423,11.5183,553
551,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,5.0286,0.2615,9.2188,14.9556,11.4583,554
552,ko,2,ko: 날짜를 ISO 형태로 변환,1.2962,0.4059,8.8508,14.917,11.4583,555
553,ko,2,ko: 숫자를 괄호로 감싸기,4.6941,0.276,10.7169,18.1463,11.4583,556
554,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,4.4236,0.3015,11.4657,19.8226,11.4583,557
555,ja,3,ja: ひらがな を カタカナ に 変換,1.2995,0.4484,8.6864,14.8309,11.3929,558
556,ja,3,ja: カタカナ を ひらがな に 変換,1.7198,0.4123,6.523,12.5118,11.3929,559
557,ja,3,ja: 半角数字 を 全角 に,3.9518,0.2718,6.4096,13.1803,11.3929,560
558,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,4.7734,0.2763,9.0079,18.1621,11.4583,561
559,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,562
560,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,563
561,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,564
562,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,565
563,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,566
564,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,567
565,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,568
566,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,569
567,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,570
568,base,0,base: sumsq -> output sum of squares as sum=VALUE,3.6928,0.3286,4.1103,7.1899,11.5183,571
569,base,0,base: factorial -> return n!,2.4615,0.3635,6.5088,8.3265,11.5183,572
570,base,0,base: range -> output span between max and min,4.1893,0.3,5.7958,8.2423,11.5183,573
571,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,5.0286,0.2615,9.2188,14.9556,11.4583,574
572,ko,2,ko: 날짜를 ISO 형태로 변환,1.2962,0.4059,8.8508,14.917,11.4583,575
573,ko,2,ko: 숫자를 괄호로 감싸기,4.6941,0.276,10.7169,18.1463,11.4583,576
574,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,4.4236,0.3015,11.4657,19.8226,11.4583,577
575,ja,3,ja: ひらがな を カタカナ に 変換,1.2995,0.4484,8.6864,14.8309,11.3929,578
576,ja,3,ja: カタカナ を ひらがな に 変換,1.7198,0.4123,6.523,12.5118,11.3929,579
577,ja,3,ja: 半角数字 を 全角 に,3.9518,0.2718,6.4096,13.1803,11.3929,580
578,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,4.7734,0.2763,9.0079,18.1621,11.4583,581
579,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,582
580,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,583
581,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,584
582,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,585
583,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,586
584,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,587
585,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,588
586,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,589
587,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,590
588,base,0,base: sumsq -> output sum of squares as sum=VALUE,3.6928,0.3286,4.1103,7.1899,11.5183,591
589,base,0,base: factorial -> return n!,2.4615,0.3635,6.5088,8.3265,11.5183,592
590,base,0,base: range -> output span between max and min,4.1893,0.3,5.7958,8.2423,11.5183,593
591,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,5.0286,0.2615,9.2188,14.9556,11.4583,594
592,ko,2,ko: 날짜를 ISO 형태로 변환,1.2962,0.4059,8.8508,14.917,11.4583,595
593,ko,2,ko: 숫자를 괄호로 감싸기,4.6941,0.276,10.7169,18.1463,11.4583,596
594,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,4.4236,0.3015,11.4657,19.8226,11.4583,597
595,ja,3,ja: ひらがな を カタカナ に 変換,1.2995,0.4484,8.6864,14.8309,11.3929,598
596,ja,3,ja: カタカナ を ひらがな に 変換,1.7198,0.4123,6.523,12.5118,11.3929,599
597,ja,3,ja: 半角数字 を 全角 に,3.9518,0.2718,6.4096,13.1803,11.3929,600
598,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,4.7734,0.2763,9.0079,18.1621,11.4583,601
599,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,602
600,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,603
601,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,604
602,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,605
603,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,606
604,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,607
605,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,608
606,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,609
607,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,610
608,base,0,base: sumsq -> output sum of squares as sum=VALUE,3.6928,0.3286,4.1103,7.1899,11.5183,611
609,base,0,base: factorial -> return n!,2.4615,0.3635,6.5088,8.3265,11.5183,612
610,base,0,base: range -> output span between max and min,4.1893,0.3,5.7958,8.2423,11.5183,613
611,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,5.0286,0.2615,9.2188,14.9556,11.4583,614
612,ko,2,ko: 날짜를 ISO 형태로 변환,1.2962,0.4059,8.8508,14.917,11.4583,615
613,ko,2,ko: 숫자를 괄호로 감싸기,4.6941,0.276,10.7169,18.1463,11.4583,616
614,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,4.4236,0.3015,11.4657,19.8226,11.4583,617
615,ja,3,ja: ひらがな を カタカナ に 変換,1.2995,0.4484,8.6864,14.8309,11.3929,618
616,ja,3,ja: カタカナ を ひらがな に 変換,1.7198,0.4123,6.523,12.5118,11.3929,619
617,ja,3,ja: 半角数字 を 全角 に,3.9518,0.2718,6.4096,13.1803,11.3929,620
618,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,4.7734,0.2763,9.0079,18.1621,11.4583,621
619,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,622
620,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,623
621,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,624
622,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,625
623,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,626
624,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,627
625,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,628
626,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,629
627,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,630
628,base,0,base: sumsq -> output sum of squares as sum=VALUE,3.6928,0.3286,4.1103,7.1899,11.5183,631
629,base,0,base: factorial -> return n!,2.4615,0.3635,6.5088,8.3265,11.5183,632
630,base,0,base: range -> output span between max and min,4.1893,0.3,5.7958,8.2423,11.5183,633
631,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,5.0286,0.2615,9.2188,14.9556,11.4583,634
632,ko,2,ko: 날짜를 ISO 형태로 변환,1.2962,0.4059,8.8508,14.917,11.4583,635
633,ko,2,ko: 숫자를 괄호로 감싸기,4.6941,0.276,10.7169,18.1463,11.4583,636
634,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,4.4236,0.3015,11.4657,19.8226,11.4583,637
635,ja,3,ja: ひらがな を カタカナ に 変換,1.2995,0.4484,8.6864,14.8309,11.3929,638
636,ja,3,ja: カタカナ を ひらがな に 変換,1.7198,0.4123,6.523,12.5118,11.3929,639
637,ja,3,ja: 半角数字 を 全角 に,3.9518,0.2718,6.4096,13.1803,11.3929,640
638,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,4.7734,0.2763,9.0079,18.1621,11.4583,641
639,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,642
640,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,643
641,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,644
642,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,645
643,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,646
644,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,647
645,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,648
646,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,649
647,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,650
648,base,0,base: sumsq -> output sum of squares as sum=VALUE,3.6928,0.3286,4.1103,7.1899,11.5183,651
649,base,0,base: factorial -> return n!,2.4615,0.3635,6.5088,8.3265,11.5183,652
650,base,0,base: range -> output span between max and min,4.1893,0.3,5.7958,8.2423,11.5183,653
651,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,5.0286,0.2615,9.2188,14.9556,11.4583,654
652,ko,2,ko: 날짜를 ISO 형태로 변환,1.2962,0.4059,8.8508,14.917,11.4583,655
653,ko,2,ko: 숫자를 괄호로 감싸기,4.6941,0.276,10.7169,18.1463,11.4583,656
654,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,4.4236,0.3015,11.4657,19.8226,11.4583,657
655,ja,3,ja: ひらがな を カタカナ に 変換,1.2995,0.4484,8.6864,14.8309,11.3929,658
656,ja,3,ja: カタカナ を ひらがな に 変換,1.7198,0.4123,6.523,12.5118,11.3929,659
657,ja,3,ja: 半角数字 を 全角 に,3.9518,0.2718,6.4096,13.1803,11.3929,660
658,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,4.7734,0.2763,9.0079,18.1621,11.4583,661
659,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,662
660,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,663
661,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,664
662,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,665
663,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,666
664,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,667
665,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,668
666,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,669
667,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,670
668,base,0,base: sumsq -> output sum of squares as sum=VALUE,3.6928,0.3286,4.1103,7.1899,11.5183,671
669,base,0,base: factorial -> return n!,2.4615,0.3635,6.5088,8.3265,11.5183,672
670,base,0,base: range -> output span between max and min,4.1893,0.3,5.7958,8.2423,11.5183,673
671,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,5.0286,0.2615,9.2188,14.9556,11.4583,674
672,ko,2,ko: 날짜를 ISO 형태로 변환,1.2962,0.4059,8.8508,14.917,11.4583,675
673,ko,2,ko: 숫자를 괄호로 감싸기,4.6941,0.276,10.7169,18.1463,11.4583,676
674,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,4.4236,0.3015,11.4657,19.8226,11.4583,677
675,ja,3,ja: ひらがな を カタカナ に 変換,1.2995,0.4484,8.6864,14.8309,11.3929,678
676,ja,3,ja: カタカナ を ひらがな に 変換,1.7198,0.4123,6.523,12.5118,11.3929,679
677,ja,3,ja: 半角数字 を 全角 に,3.9518,0.2718,6.4096,13.1803,11.3929,680
678,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,4.7734,0.2763,9.0079,18.1621,11.4583,681
679,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,682
680,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,683
681,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,684
682,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,685
683,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,686
684,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,687
685,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,688
686,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,689
687,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,690
688,base,0,base: sumsq -> output sum of squares as sum=VALUE,3.6928,0.3286,4.1103,7.1899,11.5183,691
689,base,0,base: factorial -> return n!,2.4615,0.3635,6.5088,8.3265,11.5183,692
690,base,0,base: range -> output span between max and min,4.1893,0.3,5.7958,8.2423,11.5183,693
691,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,5.0286,0.2615,9.2188,14.9556,11.4583,694
692,ko,2,ko: 날짜를 ISO 형태로 변환,1.2962,0.4059,8.8508,14.917,11.4583,695
693,ko,2,ko: 숫자를 괄호로 감싸기,4.6941,0.276,10.7169,18.1463,11.4583,696
694,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,4.4236,0.3015,11.4657,19.8226,11.4583,697
695,ja,3,ja: ひらがな を カタカナ に 変換,1.2995,0.4484,8.6864,14.8309,11.3929,698
696,ja,3,ja: カタカナ を ひらがな に 変換,1.7198,0.4123,6.523,12.5118,11.3929,699
697,ja,3,ja: 半角数字 を 全角 に,3.9518,0.2718,6.4096,13.1803,11.3929,700
698,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,4.7734,0.2763,9.0079,18.1621,11.4583,701
699,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,702
700,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,703
701,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,704
702,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,705
703,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,706
704,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,707
705,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,708
706,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,709
707,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,710
708,base,0,base: sumsq -> output sum of squares as sum=VALUE,3.6928,0.3286,4.1103,7.1899,11.5183,711
709,base,0,base: factorial -> return n!,2.4615,0.3635,6.5088,8.3265,11.5183,712
710,base,0,base: range -> output span between max and min,4.1893,0.3,5.7958,8.2423,11.5183,713
711,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,5.0286,0.2615,9.2188,14.9556,11.4583,714
712,ko,2,ko: 날짜를 ISO 형태로 변환,1.2962,0.4059,8.8508,14.917,11.4583,715
713,ko,2,ko: 숫자를 괄호로 감싸기,4.6941,0.276,10.7169,18.1463,11.4583,716
714,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,4.4236,0.3015,11.4657,19.8226,11.4583,717
715,ja,3,ja: ひらがな を カタカナ に 変換,1.2995,0.4484,8.6864,14.8309,11.3929,718
716,ja,3,ja: カタカナ を ひらがな に 変換,1.7198,0.4123,6.523,12.5118,11.3929,719
717,ja,3,ja: 半角数字 を 全角 に,3.9518,0.2718,6.4096,13.1803,11.3929,720
718,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,4.7734,0.2763,9.0079,18.1621,11.4583,721
719,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,722
720,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,723
721,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,724
722,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,725
723,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,726
724,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,727
725,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,728
726,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,729
727,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,730
728,base,0,base: sumsq -> output sum of squares as sum=VALUE,3.6928,0.3286,4.1103,7.1899,11.5183,731
729,base,0,base: factorial -> return n!,2.4615,0.3635,6.5088,8.3265,11.5183,732
730,base,0,base: range -> output span between max and min,4.1893,0.3,5.7958,8.2423,11.5183,733
731,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,5.0286,0.2615,9.2188,14.9556,11.4583,734
732,ko,2,ko: 날짜를 ISO 형태로 변환,1.2962,0.4059,8.8508,14.917,11.4583,735
733,ko,2,ko: 숫자를 괄호로 감싸기,4.6941,0.276,10.7169,18.1463,11.4583,736
734,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,4.4236,0.3015,11.4657,19.8226,11.4583,737
735,ja,3,ja: ひらがな を カタカナ に 変換,1.2995,0.4484,8.6864,14.8309,11.3929,738
736,ja,3,ja: カタカナ を ひらがな に 変換,1.7198,0.4123,6.523,12.5118,11.3929,739
737,ja,3,ja: 半角数字 を 全角 に,3.9518,0.2718,6.4096,13.1803,11.3929,740
738,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,4.7734,0.2763,9.0079,18.1621,11.4583,741
739,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,742
740,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,743
741,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,744
742,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,745
743,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,746
744,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,747
745,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,748
746,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,749
747,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,750
748,base,0,base: sumsq -> output sum of squares as sum=VALUE,3.6928,0.3286,4.1103,7.1899,11.5183,751
749,base,0,base: factorial -> return n!,2.4615,0.3635,6.5088,8.3265,11.5183,752
750,base,0,base: range -> output span between max and min,4.1893,0.3,5.7958,8.2423,11.5183,753
751,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,5.0286,0.2615,9.2188,14.9556,11.4583,754
752,ko,2,ko: 날짜를 ISO 형태로 변환,1.2962,0.4059,8.8508,14.917,11.4583,755
753,ko,2,ko: 숫자를 괄호로 감싸기,4.6941,0.276,10.7169,18.1463,11.4583,756
754,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,4.4236,0.3015,11.4657,19.8226,11.4583,757
755,ja,3,ja: ひらがな を カタカナ に 変換,1.2995,0.4484,8.6864,14.8309,11.3929,758
756,ja,3,ja: カタカナ を ひらがな に 変換,1.7198,0.4123,6.523,12.5118,11.3929,759
757,ja,3,ja: 半角数字 を 全角 に,3.9518,0.2718,6.4096,13.1803,11.3929,760
758,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,4.7734,0.2763,9.0079,18.1621,11.4583,761
759,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,762
760,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,763
761,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,764
762,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,765
763,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,766
764,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,767
765,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,768
766,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,769
767,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,770
768,base,0,base: sumsq -> output sum of squares as sum=VALUE,3.6928,0.3286,4.1103,7.1899,11.5183,771
769,base,0,base: factorial -> return n!,2.4615,0.3635,6.5088,8.3265,11.5183,772
770,base,0,base: range -> output span between max and min,4.1893,0.3,5.7958,8.2423,11.5183,773
771,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,5.0286,0.2615,9.2188,14.9556,11.4583,774
772,ko,2,ko: 날짜를 ISO 형태로 변환,1.2962,0.4059,8.8508,14.917,11.4583,775
773,ko,2,ko: 숫자를 괄호로 감싸기,4.6941,0.276,10.7169,18.1463,11.4583,776
774,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,4.4236,0.3015,11.4657,19.8226,11.4583,777
775,ja,3,ja: ひらがな を カタカナ に 変換,1.2995,0.4484,8.6864,14.8309,11.3929,778
776,ja,3,ja: カタカナ を ひらがな に 変換,1.7198,0.4123,6.523,12.5118,11.3929,779
777,ja,3,ja: 半角数字 を 全角 に,3.9518,0.2718,6.4096,13.1803,11.3929,780
778,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,4.7734,0.2763,9.0079,18.1621,11.4583,781
779,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,782
780,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,783
781,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,784
782,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,785
783,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,786
784,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,787
785,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,788
786,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,789
787,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,790
788,base,0,base: sumsq -> output sum of squares as sum=VALUE,3.6928,0.3286,4.1103,7.1899,11.5183,791
789,base,0,base: factorial -> return n!,2.4615,0.3635,6.5088,8.3265,11.5183,792
790,base,0,base: range -> output span between max and min,4.1893,0.3,5.7958,8.2423,11.5183,793
791,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,5.0286,0.2615,9.2188,14.9556,11.4583,794
792,ko,2,ko: 날짜를 ISO 형태로 변환,1.2962,0.4059,8.8508,14.917,11.4583,795
793,ko,2,ko: 숫자를 괄호로 감싸기,4.6941,0.276,10.7169,18.1463,11.4583,796
794,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,4.4236,0.3015,11.4657,19.8226,11.4583,797
795,ja,3,ja: ひらがな を カタカナ に 変換,1.2995,0.4484,8.6864,14.8309,11.3929,798
796,ja,3,ja: カタカナ を ひらがな に 変換,1.7198,0.4123,6.523,12.5118,11.3929,799
797,ja,3,ja: 半角数字 を 全角 に,3.9518,0.2718,6.4096,13.1803,11.3929,800
798,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,4.7734,0.2763,9.0079,18.1621,11.4583,801
799,base,0,base: sort tokens by length ascending,2.9406,0.3598,7.8984,16.4174,11.5183,802
800,en,1,en: keep tokens containing at least two vowels,0.3014,0.4384,4.6891,8.8538,10.8949,803
801,en,1,en: reverse tokens then uppercase every 2nd token,3.7936,0.3266,4.5161,10.4673,10.8949,804
802,en,1,en: dedupe tokens then wrap digits with [],2.9901,0.3604,3.2422,7.4321,10.8949,805
803,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,2.4943,0.381,4.0776,7.8918,10.8949,806
804,base,0,base: add << >> then sort numeric tokens descending,2.7224,0.3722,3.7816,7.5752,11.5183,807
805,en,1,en: append #index (1-based) to each token,4.7287,0.2766,3.4768,7.1612,10.8949,808
806,en,1,en: build acronym and append token count,4.3471,0.3009,4.6212,9.2944,10.8949,809
807,base,0,base: evaluate arithmetic expression,3.4536,0.3473,4.4917,9.246,11.5183,810
